player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Danilo Arboleda,co COL,DF,Banfield,31-033,1995.0,14,14,1194,13.266666666666667,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0754,0.0754,100.0,0.08,0.08,0.0,0.0,85.0,82.9,85.0,13,0,,0,1.0,14.0,17.0,-3.0,-0.23,-0.59,0,0.3769,0.2261,1,0.0754,1.0553,1.2814,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,31.0,Colombia,31.0,Defensor,1,0,0.9954,-0.8106,Defensor mixto
Ramón Arias,uy URU,DF,Tigre,33-326,1992.0,7,3,293,3.2555555555555555,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0,0.31,0.0,0.0,0.0,42.0,20.3,86.0,2,4,9.0,9,1.57,3.0,4.0,-1.0,-0.31,-0.62,0,1.2287,0.9215,0,0.9215,2.4573,0.9215,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,33.0,Uruguay,33.0,Defensor,1,0,-1.2898,-1.5416,Defensor mixto
Santiago Arias,co COL,DF,Independiente,34-156,1992.0,12,8,824,9.155555555555555,0.0,0.2184,2,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22,0.1092,0.0,0.0,0.11,0.0,0.0,0.0,69.0,57.2,88.0,7,4,30.0,2,1.38,17.0,13.0,4.0,0.44,0.44,0,0.7646,2.0752,1,2.5121,1.6383,1.966,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,34.0,Colombia,34.0,Defensor,0,-1,0.0764,1.8658,Defensor defensivo puro
Joaquín Ariel Novillo,ar ARG,DF,Aldosivi,28-119,1998.0,8,8,654,7.266666666666667,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4128,0.2752,66.7,0.41,0.28,0.0,0.0,82.0,45.4,82.0,6,0,,5,0.63,2.0,8.0,-6.0,-0.83,-0.02,0,1.9266,0.4128,0,0.0,1.3761,1.1009,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,28.0,Defensor,4,0,-1.2995,-0.8664,Defensor — alto market_value_eur
Gaston Arturia,ar ARG,DF,Sarmiento–J,26-232,1999.0,6,5,416,4.622222222222222,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8654,0.2163,25.0,0.87,0.22,0.0,0.0,69.0,28.9,80.0,3,1,16.0,5,1.5,5.0,5.0,0.0,0.0,0.62,0,2.1635,0.4327,0,0.0,1.0817,0.649,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,26.0,Argentina,26.0,Defensor,4,0,-1.5984,-1.0114,Defensor — alto market_value_eur
Gastón Ávila,ar ARG,DF,Rosario Central,24-261,2001.0,10,8,739,8.21111111111111,0.1218,0.1218,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,0.6089,0.2436,40.0,0.61,0.24,0.2,0.5,74.0,51.3,86.0,7,2,25.0,1,1.92,12.0,9.0,3.0,0.37,0.24,0,0.4871,0.6089,0,0.3654,1.0961,1.705,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,24.0,Argentina,24.0,Defensor,3,-1,1.6157,0.8357,Defensor de bajo impacto
Gabriel Báez,ar ARG,DF,Talleres–C,30-332,1995.0,6,6,487,5.411111111111111,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1848,0.0,0.0,0.18,0.0,0.0,0.0,81.0,33.8,81.0,4,0,,5,1.17,6.0,8.0,-2.0,-0.37,-0.94,0,1.2936,0.3696,0,3.6961,0.5544,1.2936,,,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,30.0,Argentina,30.0,Defensor,4,0,-1.1054,0.6668,Defensor — alto market_value_eur
Nahuel Banegas,ar ARG,DF,Tigre,29-255,1996.0,5,3,292,3.2444444444444445,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9247,0.6164,66.7,0.92,0.62,0.0,0.0,58.0,20.3,83.0,2,2,22.0,6,0.4,1.0,4.0,-3.0,-0.92,-1.4,0,1.5411,1.2329,1,2.4658,0.6164,1.2329,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,750000.0,29.0,Argentina,29.0,Defensor,4,0,-1.4509,0.2118,Defensor — alto market_value_eur
Miguel Barbieri,ar ARG,DF,Dep. Riestra,32-298,1993.0,9,7,566,6.288888888888889,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.7951,0.318,40.0,0.8,0.32,0.0,0.0,63.0,39.3,73.0,0,2,26.0,5,0.33,1.0,8.0,-7.0,-1.11,-1.11,0,1.4311,0.318,1,0.159,1.9081,1.4311,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,32.0,Argentina,32.0,Defensor,1,0,-1.0897,-1.0201,Defensor mixto
Renzo Miguel Orihuela Barcos,uy URU,DF,Sarmiento–J,25-075,2001.0,6,5,495,5.5,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5455,0.1818,33.3,0.55,0.18,0.0,0.0,83.0,34.4,90.0,5,1,45.0,4,0.5,3.0,8.0,-5.0,-0.91,-0.72,0,0.9091,1.2727,0,0.1818,2.0,0.7273,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,25.0,Defensor,1,0,-0.6236,-1.7365,Defensor mixto
Juan Barinaga,ar ARG,DF,Boca Juniors,25-251,2000.0,9,9,710,7.888888888888889,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2535,0.1268,50.0,0.25,0.13,0.0,0.0,79.0,49.3,79.0,6,0,,5,1.89,10.0,5.0,5.0,0.63,-0.35,0,0.507,1.2676,1,2.9155,1.3944,1.5211,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,25.0,Argentina,25.0,Defensor,1,-1,0.4703,0.1441,Defensor mixto
Diego Barrera,ar ARG,"MF,DF",C. Córdoba–SdE,21-361,2004.0,15,12,1049,11.655555555555555,0.2574,0.0,3,3,0,0,4,0,0.26,0.0,0.26,0.26,0.26,1.5443,0.6006,38.9,1.54,0.6,0.17,0.43,70.0,72.8,79.0,7,3,32.0,1,1.0,10.0,16.0,-6.0,-0.51,0.41,0,1.2869,1.4585,2,4.2898,0.429,1.0296,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,21.0,Argentina,21.0,Defensor,2,-1,1.0533,1.5405,Defensor con proyeccion ofensiva
Alan Barrionuevo,ar ARG,DF,Tigre,29-167,1997.0,15,15,1350,15.0,0.1333,0.1333,4,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,1.6,0.4,25.0,1.6,0.4,0.08,0.33,90.0,93.8,90.0,15,0,,1,1.27,18.0,15.0,3.0,0.2,0.2,0,0.4667,0.0667,0,0.0667,1.2,0.9333,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,29.0,Argentina,29.0,Defensor,2,-1,2.384,0.3753,Defensor con proyeccion ofensiva
Rafael Barrios,ar ARG,"MF,DF",Barracas Central,33-026,1993.0,9,7,497,5.522222222222222,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,34.5,62.0,0,2,30.0,5,1.33,2.0,5.0,-3.0,-0.54,-0.83,0,1.992,0.9054,1,2.3541,1.6298,1.6298,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,75000.0,33.0,Argentina,33.0,Defensor,4,0,-1.949,0.1053,Defensor — alto market_value_eur
Gastón Benedetti,ar ARG,DF,Estudiantes–LP,25-081,2001.0,14,12,1117,12.411111111111111,0.0,0.1611,2,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,0.4834,0.0,0.0,0.48,0.0,0.0,0.0,80.0,77.6,90.0,11,2,21.0,1,1.79,11.0,5.0,6.0,0.48,-1.19,0,1.0474,0.3223,0,2.4172,0.8057,1.3697,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,25.0,Argentina,25.0,Defensor,0,0,0.7486,1.6644,Defensor defensivo puro
Alcides Benítez,py PAR,"MF,DF",Belgrano,23-355,2002.0,15,12,992,11.022222222222222,0.0,0.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.5444,0.0907,16.7,0.54,0.09,0.0,0.0,66.0,68.9,76.0,6,3,27.0,0,1.63,12.0,9.0,3.0,0.27,0.07,0,1.4516,1.996,0,2.631,1.5423,3.1754,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,23.0,Paraguay,23.0,Defensor,4,2,-0.8039,1.3847,Defensor — alto market_value_eur
Lautaro Blanco,ar ARG,DF,Boca Juniors,27-119,1999.0,13,12,1091,12.122222222222222,0.0825,0.0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,0.495,0.165,33.3,0.49,0.16,0.17,0.5,84.0,75.8,90.0,12,1,11.0,3,1.64,14.0,7.0,7.0,0.58,-0.97,0,0.495,0.2475,1,7.8368,0.8249,2.7223,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,4000000.0,27.0,Argentina,27.0,Defensor,0,-1,1.0598,3.2425,Defensor defensivo puro
Lucas Blondel,ch SUI,"MF,DF",Huracán,29-277,1996.0,8,7,647,7.188888888888889,0.1391,0.0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14,1.2519,0.1391,11.1,1.25,0.14,0.11,1.0,81.0,44.9,90.0,7,1,17.0,0,1.3,8.0,5.0,3.0,0.42,0.3,0,1.2519,0.6955,0,1.5301,1.8083,1.391,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,29.0,Switzerland,29.0,Defensor,2,0,0.1042,-0.1729,Defensor con proyeccion ofensiva
Ezequiel Bonifacio,ar ARG,DF,Ind. Rivadavia,32-040,1994.0,11,6,520,5.777777777777778,0.0,0.1731,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,0.6923,0.0,0.0,0.69,0.0,0.0,0.0,47.0,36.1,71.0,1,5,18.0,5,2.33,13.0,4.0,9.0,1.56,1.07,0,1.9038,0.3462,2,0.6923,0.6923,2.4231,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,100000.0,32.0,Argentina,32.0,Defensor,4,-1,-1.6911,1.8472,Defensor — alto market_value_eur
Mariano Bracamonte,ar ARG,"DF,MF",Dep. Riestra,27-055,1999.0,5,5,411,4.566666666666666,0.219,0.0,1,1,0,0,2,0,0.22,0.0,0.22,0.22,0.22,1.9708,0.8759,44.4,1.97,0.88,0.11,0.25,82.0,28.5,82.0,3,0,,4,1.0,3.0,3.0,0.0,0.0,0.61,0,1.5328,1.3139,0,1.9708,0.6569,1.3139,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,100000.0,27.0,Argentina,27.0,Defensor,2,-1,-0.4621,0.5615,Defensor con proyeccion ofensiva
Malcom Braida,ar ARG,DF,Boca Juniors,29-032,1997.0,5,4,353,3.922222222222222,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.25,0.0,0.0,0.0,71.0,24.5,87.0,3,1,4.0,11,1.83,8.0,2.0,6.0,1.53,0.95,0,1.0198,1.2748,1,3.0595,2.8045,2.8045,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,29.0,Argentina,29.0,Defensor,4,-1,-1.1835,0.3582,Defensor — alto market_value_eur
Néstor Breitenbruch,ar ARG,DF,Aldosivi,30-278,1995.0,3,3,270,3.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.67,0.0,0.0,0.0,90.0,18.8,90.0,3,0,,2,0.67,3.0,5.0,-2.0,-0.67,0.18,0,0.3333,0.0,0,0.6667,0.3333,1.3333,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,30.0,Defensor,1,0,-0.6077,-0.6315,Defensor mixto
Fabricio Bustos,ar ARG,DF,River Plate,30-051,1996.0,3,2,180,2.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,60.0,12.5,90.0,1,1,1.0,10,2.0,4.0,1.0,3.0,1.5,1.0,0,0.0,0.5,0,0.5,2.5,1.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,30.0,Argentina,30.0,Defensor,1,0,0.1166,-1.9455,Defensor mixto
Bruno Cabrera,ar ARG,DF,Newell's,29-051,1997.0,6,4,334,3.7111111111111112,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0778,0.0,0.0,1.08,0.0,0.0,0.0,56.0,23.2,61.0,1,2,45.0,5,1.0,1.0,7.0,-6.0,-1.62,-1.13,1,1.3473,0.5389,0,1.0778,1.0778,0.2695,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,175000.0,23.0,Argentina,29.0,Defensor,1,0,-0.9909,-1.1933,Defensor mixto
Bruno Cabrera,ar ARG,DF,Newell's,29-051,1997.0,6,4,334,3.7111111111111112,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0778,0.0,0.0,1.08,0.0,0.0,0.0,56.0,23.2,61.0,1,2,45.0,5,1.0,1.0,7.0,-6.0,-1.62,-1.13,1,1.3473,0.5389,0,1.0778,1.0778,0.2695,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,29.0,Argentina,29.0,Defensor,1,0,-0.8264,-1.153,Defensor mixto
Darío Cáceres,py PAR,"MF,DF",Defensa,28-143,1998.0,8,3,308,3.422222222222222,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1688,0.0,0.0,1.17,0.0,0.0,0.0,39.0,21.4,62.0,0,5,25.0,4,0.63,4.0,5.0,-1.0,-0.29,-0.13,0,0.2922,0.5844,2,6.1364,1.7532,0.8766,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,28.0,Paraguay,28.0,Defensor,1,-1,-0.7892,0.2025,Defensor mixto
Gastón Campi,ar ARG,DF,Barracas Central,35-073,1991.0,7,6,542,6.022222222222222,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1661,0.0,0.0,0.17,0.0,0.0,0.0,77.0,37.6,90.0,6,1,2.0,9,0.86,3.0,6.0,-3.0,-0.5,-0.8,0,1.3284,0.0,1,0.1661,2.3247,0.9963,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,125000.0,35.0,Argentina,35.0,Defensor,1,0,-0.9852,-1.5637,Defensor mixto
Ignacio Campo,ar ARG,DF,Huracán,21-080,2005.0,8,7,585,6.5,0.1538,0.1538,2,1,0,0,4,0,0.15,0.15,0.31,0.15,0.31,0.7692,0.3077,40.0,0.77,0.31,0.2,0.5,73.0,40.6,78.0,3,1,36.0,8,1.5,7.0,5.0,2.0,0.31,0.1,0,1.3846,1.0769,0,1.0769,1.2308,0.9231,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,21.0,Argentina,21.0,Defensor,2,-1,0.0604,0.7995,Defensor con proyeccion ofensiva
José Canale,py PAR,DF,Lanús,29-333,1996.0,12,12,1080,12.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0833,33.3,0.25,0.08,0.0,0.0,90.0,75.0,90.0,12,0,,2,1.62,16.0,12.0,4.0,0.33,0.58,0,0.6667,1.0833,1,0.0,1.0833,1.0833,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2200000.0,29.0,Paraguay,29.0,Defensor,1,0,1.0998,-0.8187,Defensor mixto
Ezequiel Cannavo,ar ARG,DF,Racing Club,24-006,2002.0,13,13,1146,12.733333333333333,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3927,0.0,0.0,0.39,0.0,0.0,0.0,88.0,79.6,88.0,11,0,,0,1.62,14.0,7.0,7.0,0.55,2.08,0,0.9424,1.0995,0,1.0995,1.178,1.9634,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,23.0,Argentina,24.0,Defensor,3,2,0.8105,0.2471,Defensor de bajo impacto
Nicolás Capraro,ar ARG,DF,Barracas Central,28-107,1998.0,13,11,997,11.077777777777778,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2708,0.1805,66.7,0.27,0.18,0.0,0.0,77.0,69.2,86.0,10,2,26.0,3,1.46,10.0,12.0,-2.0,-0.18,-0.59,0,1.3541,0.4514,0,0.4514,1.5346,1.0832,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,750000.0,28.0,Argentina,28.0,Defensor,1,0,-0.1155,-0.8102,Defensor mixto
Lautaro Carrera,ar ARG,DF,Gimnasia–M,23-019,2003.0,8,3,374,4.155555555555556,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,26.0,90.0,3,5,21.0,8,0.88,1.0,7.0,-6.0,-1.44,-1.27,0,0.4813,0.4813,0,0.0,1.4439,1.9251,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,23.0,Defensor,1,0,-0.8365,-0.9223,Defensor mixto
Lucas Carrizo,ar ARG,"DF,MF",Huracán,29-029,1997.0,12,9,910,10.11111111111111,0.0,0.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.3956,0.0989,25.0,0.4,0.1,0.0,0.0,76.0,63.2,89.0,8,3,36.0,2,1.36,10.0,9.0,1.0,0.1,-0.41,0,0.4945,2.1758,0,0.3956,0.8901,1.3846,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,29.0,Argentina,29.0,Defensor,1,0,0.4248,-0.6195,Defensor mixto
Yuri Casermeiro,ar ARG,DF,C. Córdoba–SdE,24-098,2002.0,8,5,528,5.866666666666666,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3409,0.0,0.0,0.34,0.0,0.0,0.0,66.0,36.7,86.0,4,3,33.0,5,1.0,6.0,7.0,-1.0,-0.17,0.72,0,0.6818,0.5114,2,0.5114,1.875,1.7045,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,175000.0,24.0,Argentina,24.0,Defensor,1,0,-0.7062,-0.9754,Defensor mixto
Matías Catalán,cl CHI,DF,Talleres–C,33-303,1992.0,16,15,1278,14.2,0.0,0.1408,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,0.493,0.0704,14.3,0.49,0.07,0.0,0.0,80.0,88.8,85.0,13,1,6.0,0,1.53,16.0,12.0,4.0,0.28,0.28,0,0.493,0.2113,1,0.7746,0.7042,0.9155,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,500000.0,33.0,Chile,33.0,Defensor,0,0,1.2427,0.4816,Defensor defensivo puro
Giuliano Cerato,ar ARG,"MF,DF",Instituto,28-008,1998.0,16,16,1425,15.833333333333334,0.1263,0.0632,3,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19,0.8211,0.4421,53.8,0.82,0.44,0.15,0.29,89.0,99.0,89.0,14,0,,0,1.31,17.0,17.0,0.0,0.0,0.0,0,0.8842,0.3158,2,5.1789,0.8842,1.5158,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,27.0,Argentina,28.0,Defensor,0,-1,1.2817,2.1588,Defensor defensivo puro
Facundo Cobos,ar ARG,DF,Estudiantes–RC,33-119,1993.0,8,6,563,6.2555555555555555,0.1599,0.0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,0.4796,0.3197,66.7,0.48,0.32,0.33,0.5,70.0,39.1,79.0,1,2,45.0,1,0.13,2.0,10.0,-8.0,-1.28,-0.15,0,0.7993,1.119,0,4.7957,1.2789,2.0782,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,33.0,Defensor,2,0,-0.4648,1.3712,Defensor con proyeccion ofensiva
Nazareno Colombo,ar ARG,DF,Racing Club,27-090,1999.0,8,5,418,4.644444444444445,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0766,0.0,0.0,1.08,0.0,0.0,0.0,52.0,29.0,75.0,1,3,15.0,6,1.22,6.0,6.0,0.0,0.0,-0.18,0,1.2919,1.7225,0,0.6459,1.0766,0.6459,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,27.0,Argentina,27.0,Defensor,1,0,-0.1054,-0.8758,Defensor mixto
Gabriel Compagnucci,ar ARG,"MF,DF",Atlé Tucumán,34-293,1991.0,10,4,371,4.122222222222222,0.0,0.2426,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,2.1833,0.0,0.0,2.18,0.0,0.0,0.0,37.0,25.8,66.0,0,6,18.0,6,1.2,4.0,7.0,-3.0,-0.73,-0.56,0,0.4852,0.9704,1,6.0647,0.7278,0.2426,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,125000.0,34.0,Argentina,34.0,Defensor,0,-1,-0.2153,2.2121,Defensor defensivo puro
Germán Conti,ar ARG,DF,Gimnasia–LP,32-015,1994.0,3,2,188,2.088888888888889,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,13.1,84.0,1,1,21.0,2,2.4,3.0,0.0,3.0,1.44,1.65,0,0.0,0.0,0,0.0,2.3936,0.9574,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,150000.0,32.0,Argentina,32.0,Defensor,1,0,-0.391,-2.2261,Defensor mixto
Emanuel Coronel,ar ARG,DF,Rosario Central,29-137,1997.0,11,8,681,7.566666666666666,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5286,0.2643,50.0,0.53,0.26,0.0,0.0,62.0,47.3,76.0,5,3,24.0,1,2.07,12.0,9.0,3.0,0.4,0.28,0,1.4537,0.793,1,1.4537,1.8502,1.3216,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2700000.0,29.0,Argentina,29.0,Defensor,1,0,-0.2463,-0.4069,Defensor mixto
Kevin Coronel,ar ARG,DF,Arg Juniors,21-311,2004.0,7,6,538,5.977777777777778,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3383,0.6691,50.0,1.34,0.67,0.0,0.0,77.0,37.4,85.0,5,1,27.0,9,2.14,8.0,8.0,0.0,0.0,-0.4,0,1.171,0.6691,0,3.6803,0.6691,1.171,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,21.0,Argentina,21.0,Defensor,4,0,-1.0159,0.4736,Defensor — alto market_value_eur
Ismael Cortéz,ar ARG,DF,Gimnasia–M,24-168,2002.0,6,2,266,2.9555555555555557,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6767,0.3383,50.0,0.68,0.34,0.0,0.0,44.0,18.5,69.0,0,4,32.0,2,1.17,4.0,5.0,-1.0,-0.34,0.2,0,1.6917,0.6767,0,1.015,1.015,1.3534,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,24.0,Defensor,4,0,-1.8236,-0.4022,Defensor — alto market_value_eur
Guzmán Corujo,uy URU,DF,CA San Lorenzo,29-320,1996.0,3,2,192,2.1333333333333333,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4688,0.0,0.0,0.47,0.0,0.0,0.0,64.0,13.3,90.0,2,1,12.0,9,0.75,3.0,6.0,-3.0,-1.41,-1.62,0,0.9375,0.4688,0,0.4688,0.4688,0.9375,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,29.0,Uruguay,29.0,Defensor,1,0,-1.0117,-0.8406,Defensor mixto
Ayrton Costa,ar ARG,DF,Boca Juniors,26-341,1999.0,12,12,1080,12.0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.42,0.0,0.0,0.0,90.0,75.0,90.0,12,0,,4,1.54,14.0,7.0,7.0,0.58,-0.92,0,0.6667,1.0,5,0.1667,1.5,0.9167,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5000000.0,26.0,Argentina,26.0,Defensor,3,1,1.9925,-0.8605,Defensor de bajo impacto
Leonard Costa,uy URU,DF,Ind. Rivadavia,27-294,1998.0,15,14,1064,11.822222222222223,0.0846,0.0846,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,0.5075,0.0846,16.7,0.51,0.08,0.17,1.0,71.0,73.9,76.0,9,1,2.0,1,2.06,22.0,14.0,8.0,0.68,-0.76,0,0.5075,0.5075,2,0.0,1.3534,0.5921,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,27.0,Uruguay,27.0,Defensor,1,-1,1.4974,-0.5787,Defensor mixto
Víctor Cuesta,ar ARG,DF,Platense,37-211,1988.0,9,9,810,9.0,0.0,0.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.7778,0.2222,28.6,0.78,0.22,0.0,0.0,90.0,56.3,90.0,9,0,,5,0.78,2.0,7.0,-5.0,-0.56,-0.56,0,1.3333,1.0,0,0.4444,1.7778,0.6667,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,37.0,Argentina,37.0,Defensor,1,0,-0.4166,-1.3184,Defensor mixto
