player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Federico Zaracho,ar ARG,"MF,FW",Racing Club,28-100,1998.0,14,5,535,5.944444444444445,0.3364,0.0,2,2,0,0,2,0,0.34,0.0,0.34,0.34,0.34,1.8505,0.3364,18.2,1.85,0.34,0.18,1.0,38.0,37.2,57.0,0,9,28.0,1,1.31,6.0,3.0,3.0,0.5,0.6,0,1.3458,1.0093,2,1.0093,0.5047,0.5047,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,28.0,Mediocampista,1,0,-0.1662,-0.9002,Mediocampista creador
Exequiel Zeballos,ar ARG,"FW,MF",Boca Juniors,24-055,2002.0,7,5,457,5.0777777777777775,0.1969,0.5908,4,1,0,0,0,0,0.2,0.59,0.79,0.2,0.79,1.9694,1.1816,60.0,1.97,1.18,0.1,0.17,65.0,31.7,83.0,3,2,22.0,0,2.0,8.0,3.0,5.0,0.98,0.25,0,0.9847,2.3632,2,2.7571,0.0,0.9847,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,7000000.0,24.0,Argentina,24.0,Mediocampista,0,-1,-3.4668,1.7055,Mediocampista defensivo
Lucas Zelarayán,am ARM,"MF,FW",Belgrano,33-363,1992.0,14,13,1135,12.61111111111111,0.3172,0.0793,5,4,0,0,2,0,0.32,0.08,0.4,0.32,0.4,2.2203,0.7137,32.1,2.22,0.71,0.14,0.44,81.0,78.8,85.0,8,1,26.0,0,1.78,13.0,11.0,2.0,0.16,-0.43,0,1.1894,1.7445,3,4.3612,0.1586,0.5551,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,33.0,Armenia,33.0,Mediocampista,1,-1,-1.8869,1.1088,Mediocampista creador
Bruno Zuculini,ar ARG,MF,Racing Club,33-077,1993.0,14,6,571,6.344444444444444,0.0,0.1576,1,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,0.4729,0.0,0.0,0.47,0.0,0.0,0.0,41.0,39.7,66.0,0,8,22.0,2,1.5,6.0,5.0,1.0,0.16,0.05,0,0.7881,0.7881,1,1.5762,0.9457,2.049,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,33.0,Argentina,33.0,Mediocampista,2,0,1.1144,-0.1662,Mediocampista mixto
Carlos Abeldano,ar ARG,FW,Atlé Tucumán,21-070,2005.0,9,6,575,6.388888888888889,0.1565,0.0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,1.8783,0.313,16.7,1.88,0.31,0.08,0.5,64.0,39.9,84.0,3,3,24.0,5,0.56,7.0,9.0,-2.0,-0.31,0.0,0,1.0957,0.9391,7,0.0,0.313,0.6261,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,21.0,Delantero,1,0,-1.5882,-1.5373,Delantero asociativo
Ramón Ábila,ar ARG,FW,Estudiantes–RC,36-247,1989.0,8,1,196,2.1777777777777776,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9184,0.4592,50.0,0.92,0.46,0.0,0.0,25.0,13.6,65.0,0,7,19.0,1,0.0,0.0,5.0,-5.0,-2.3,-1.28,0,0.0,1.3776,11,0.4592,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,36.0,Delantero,1,-1,-3.8304,-0.9586,Delantero asociativo
Misael Aguirre,ar ARG,FW,Unión,18-232,2007.0,9,0,201,2.2333333333333334,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6866,0.4478,16.7,2.69,0.45,0.0,0.0,22.0,14.0,,0,9,22.0,4,1.33,4.0,3.0,1.0,0.45,0.23,0,1.791,0.0,2,3.1343,0.4478,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,18.0,Argentina,18.0,Delantero,1,1,-3.8365,0.3071,Delantero asociativo
Álex Arce,py PAR,FW,Ind. Rivadavia,31-002,1995.0,9,3,388,4.311111111111111,0.4639,0.0,2,2,0,0,1,0,0.46,0.0,0.46,0.46,0.46,2.7835,1.1598,41.7,2.78,1.16,0.17,0.4,43.0,26.9,84.0,0,6,23.0,0,2.0,11.0,2.0,9.0,2.09,1.66,0,2.3196,1.3918,4,0.232,0.232,0.232,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,30.0,Paraguay,31.0,Delantero,0,-1,2.5674,0.3394,Delantero goleador
Junior Arias,uy URU,FW,Aldosivi,33-032,1993.0,11,9,714,7.933333333333334,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.395,0.3782,15.8,2.39,0.38,0.0,0.0,65.0,49.6,77.0,5,2,11.0,1,0.36,2.0,9.0,-7.0,-0.88,-0.14,0,0.7563,0.8824,3,0.7563,0.5042,0.1261,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,33.0,Delantero,1,1,-3.8055,0.1744,Delantero asociativo
Blas Armoa,py PAR,FW,Gimnasia–M,26-135,2000.0,7,2,252,2.8,0.3571,0.0,1,1,0,0,1,0,0.36,0.0,0.36,0.36,0.36,1.7857,0.7143,40.0,1.79,0.71,0.2,0.5,36.0,17.5,40.0,0,5,34.0,3,1.14,2.0,6.0,-4.0,-1.43,-1.13,0,1.4286,2.1429,2,1.0714,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,26.0,Delantero,0,2,1.1199,-1.7929,Delantero goleador
Agustín Auzmendi,ar ARG,FW,Gimnasia–LP,29-137,1997.0,16,4,588,6.533333333333333,0.3061,0.3061,4,2,0,0,0,0,0.31,0.31,0.61,0.31,0.61,2.449,0.9184,37.5,2.45,0.92,0.13,0.33,37.0,40.8,88.0,2,12,20.0,0,1.61,7.0,6.0,1.0,0.15,0.26,0,1.2245,2.7551,2,0.6122,0.6122,0.6122,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,29.0,Argentina,29.0,Delantero,0,-1,0.4751,0.0686,Delantero goleador
Rodrigo Auzmendi,ar ARG,FW,CA San Lorenzo,25-167,2001.0,7,4,398,4.4222222222222225,0.6784,0.0,3,3,0,0,1,0,0.68,0.0,0.68,0.68,0.68,3.8442,2.4874,64.7,3.84,2.49,0.18,0.27,57.0,27.6,77.0,2,3,30.0,0,1.25,5.0,5.0,0.0,0.0,0.0,0,2.2613,1.1307,2,0.4523,0.4523,0.4523,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,25.0,Argentina,25.0,Delantero,0,-1,5.6217,2.3936,Delantero goleador
Rodrigo Auzmendi,ar ARG,FW,Banfield,25-167,2001.0,7,1,187,2.077777777777778,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.8877,0.4813,16.7,2.89,0.48,0.0,0.0,27.0,13.0,75.0,0,6,19.0,1,1.0,1.0,2.0,-1.0,-0.48,-0.41,0,1.9251,0.4813,3,0.9626,0.4813,0.4813,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,25.0,Argentina,25.0,Delantero,1,-1,-3.7203,0.9974,Delantero asociativo
Gabriel Ávalos,py PAR,FW,Independiente,35-249,1990.0,16,16,1414,15.71111111111111,0.5728,0.3182,14,7,2,2,2,0,0.57,0.32,0.89,0.45,0.76,2.7369,0.7001,25.6,2.74,0.7,0.16,0.64,88.0,98.2,88.0,10,0,,0,1.41,23.0,20.0,3.0,0.19,-3.27,0,1.4003,1.082,7,0.2546,0.1273,0.3182,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,750000.0,35.0,Paraguay,35.0,Delantero,0,-1,3.7445,-0.346,Delantero goleador
Mateo Bajamich,ar ARG,FW,Estudiantes–RC,26-319,1999.0,15,10,812,9.022222222222222,0.1108,0.0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,2.1059,0.8867,42.1,2.11,0.89,0.05,0.13,54.0,56.4,70.0,3,5,22.0,0,0.33,3.0,13.0,-10.0,-1.11,0.18,0,0.4433,0.9975,3,1.5517,0.1108,0.5542,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,26.0,Delantero,1,3,-2.0,0.0122,Delantero asociativo
David Barbona,ar ARG,FW,Defensa,31-116,1995.0,9,2,284,3.1555555555555554,0.3169,0.0,1,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,1.5845,0.9507,60.0,1.58,0.95,0.2,0.33,32.0,19.7,70.0,0,7,21.0,7,0.89,3.0,7.0,-4.0,-1.27,-1.35,0,0.6338,0.3169,1,3.4859,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,31.0,Argentina,31.0,Delantero,0,2,0.7589,-1.3214,Delantero goleador
Adam Bareiro,py PAR,FW,Boca Juniors,29-327,1996.0,9,7,675,7.5,0.4,0.1333,4,3,0,0,4,0,0.4,0.13,0.53,0.4,0.53,2.4,1.3333,55.6,2.4,1.33,0.17,0.3,75.0,46.9,86.0,2,2,37.0,0,1.9,13.0,3.0,10.0,1.33,0.98,0,2.2667,2.0,2,0.2667,0.4,1.0667,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,4000000.0,29.0,Paraguay,29.0,Delantero,0,-1,1.9637,0.7018,Delantero goleador
Nicolás Benegas,ar ARG,FW,Dep. Riestra,30-109,1996.0,11,4,446,4.955555555555556,0.2018,0.0,1,1,0,0,5,0,0.2,0.0,0.2,0.2,0.2,3.2287,1.4126,43.8,3.23,1.41,0.06,0.14,41.0,31.0,76.0,2,7,20.0,0,0.55,1.0,3.0,-2.0,-0.4,0.05,0,3.8341,1.009,3,0.4036,0.2018,0.8072,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,450000.0,30.0,Argentina,30.0,Delantero,1,-1,-0.6788,1.1764,Delantero asociativo
Walter Bou,ar ARG,FW,Lanús,32-297,1993.0,10,8,578,6.4222222222222225,0.3114,0.0,2,1,1,1,1,0,0.31,0.0,0.31,0.16,0.16,1.4014,0.7785,55.6,1.4,0.78,0.11,0.2,58.0,40.1,69.0,0,2,12.0,3,1.36,7.0,8.0,-1.0,-0.16,-0.57,0,1.4014,0.6228,6,0.4671,0.6228,0.6228,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,750000.0,32.0,Argentina,32.0,Delantero,0,2,0.3212,-0.8176,Delantero goleador
Facundo Bruera,ar ARG,FW,Barracas Central,27-268,1998.0,15,10,948,10.533333333333333,0.0949,0.0949,2,1,0,0,5,0,0.09,0.09,0.19,0.09,0.19,2.5633,0.9494,37.0,2.56,0.95,0.04,0.1,63.0,65.8,81.0,6,5,29.0,0,1.2,9.0,9.0,0.0,0.0,0.0,0,3.1329,1.1392,2,0.3797,0.2848,0.2848,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,27.0,Argentina,27.0,Delantero,1,-1,-2.104,0.9505,Delantero asociativo
Jordy Caicedo,ec ECU,FW,Huracán,28-212,1997.0,15,15,1322,14.688888888888888,0.5446,0.0,8,5,3,3,7,0,0.54,0.0,0.54,0.34,0.34,2.0424,1.0212,50.0,2.04,1.02,0.17,0.33,88.0,91.8,88.0,9,0,,0,1.41,17.0,12.0,5.0,0.34,1.1,0,2.3147,0.885,17,0.3404,0.0681,0.2042,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2000000.0,28.0,Ecuador,28.0,Delantero,0,4,3.4448,-0.1045,Delantero goleador
Jhonatan Candia,uy URU,FW,Barracas Central,31-095,1995.0,14,9,751,8.344444444444445,0.1198,0.0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,1.4381,0.719,50.0,1.44,0.72,0.08,0.17,54.0,52.2,68.0,1,5,28.0,1,1.29,9.0,8.0,1.0,0.12,0.25,0,2.1571,1.3182,2,0.5992,0.4794,0.3595,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,700000.0,31.0,Uruguay,31.0,Delantero,1,3,-1.8847,-0.6826,Delantero asociativo
Valentin Carboni,ar ARG,FW,Racing Club,21-105,2005.0,5,3,202,2.2444444444444445,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.3366,0.0,0.0,1.34,0.0,0.0,0.0,40.0,14.0,58.0,0,2,14.0,2,1.2,1.0,5.0,-4.0,-1.78,-2.22,0,0.8911,0.8911,0,0.4455,0.0,1.3366,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,7500000.0,21.0,Argentina,21.0,Delantero,1,-1,-4.0822,0.3499,Delantero asociativo
Guido Carrillo,ar ARG,FW,Estudiantes–LP,35-024,1991.0,11,10,891,9.9,0.101,0.101,2,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,3.1313,1.5152,48.4,3.13,1.52,0.03,0.07,81.0,61.9,87.0,7,1,25.0,2,1.75,10.0,5.0,5.0,0.51,-0.64,0,0.9091,0.7071,2,0.0,0.101,0.101,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,35.0,Argentina,35.0,Delantero,1,-1,-1.7686,1.6308,Delantero asociativo
Rodrigo Castillo,ar ARG,FW,Lanús,27-112,1999.0,5,4,358,3.977777777777778,0.2514,0.7542,4,1,0,0,0,0,0.25,0.75,1.01,0.25,1.01,1.7598,1.0056,57.1,1.76,1.01,0.14,0.25,72.0,24.9,84.0,3,1,21.0,0,1.8,8.0,6.0,2.0,0.5,0.42,0,2.0112,2.7654,3,0.5028,1.257,0.5028,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,27.0,Delantero,1,-1,-0.2056,-0.1239,Delantero asociativo
Luciano Cingolani,ar ARG,FW,Gimnasia–M,25-073,2001.0,7,0,241,2.6777777777777776,0.3734,0.0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,2.2407,2.2407,100.0,2.24,2.24,0.17,0.17,34.0,16.7,,0,7,34.0,6,1.0,2.0,3.0,-1.0,-0.37,0.15,0,0.7469,2.9876,0,5.2282,1.1203,1.8672,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,25.0,Delantero,0,-1,2.0122,0.5801,Delantero goleador
Agustín Colazo,ar ARG,FW,Unión,25-215,2000.0,6,2,183,2.033333333333333,0.4918,0.0,1,1,0,0,1,0,0.49,0.0,0.49,0.49,0.49,3.4426,1.4754,42.9,3.44,1.48,0.14,0.33,31.0,12.7,58.0,0,4,17.0,5,1.29,4.0,2.0,2.0,0.98,0.84,0,1.4754,0.4918,0,0.9836,0.0,1.9672,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,25.0,Argentina,25.0,Delantero,0,-1,2.8214,0.6783,Delantero goleador
Diego Crego,ar ARG,FW,Ind. Rivadavia,29-150,1997.0,8,2,246,2.7333333333333334,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1951,0.3659,16.7,2.2,0.37,0.0,0.0,31.0,17.1,73.0,0,6,17.0,8,2.0,3.0,2.0,1.0,0.37,-0.61,0,0.7317,2.1951,0,2.561,0.3659,1.0976,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,28.0,Argentina,29.0,Delantero,1,1,-3.9187,-0.0829,Delantero asociativo
Valentín Dávila,ar ARG,FW,Talleres–C,19-150,2007.0,15,4,552,6.133333333333334,0.6522,0.0,4,4,0,0,0,0,0.65,0.0,0.65,0.65,0.65,2.6087,1.6304,62.5,2.61,1.63,0.25,0.4,37.0,38.3,70.0,0,11,25.0,1,1.44,7.0,5.0,2.0,0.33,0.12,0,2.2826,1.7935,1,0.8152,0.0,0.8152,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,19.0,Argentina,19.0,Delantero,0,-1,5.0916,0.0283,Delantero goleador
Leandro Díaz,ar ARG,FW,Atlé Tucumán,34-012,1992.0,14,12,1077,11.966666666666667,0.4178,0.0836,6,2,3,4,2,0,0.42,0.08,0.5,0.17,0.25,2.507,1.337,53.3,2.51,1.34,0.07,0.13,77.0,74.8,86.0,9,2,24.0,0,1.0,11.0,11.0,0.0,0.0,1.24,0,1.5877,1.1699,19,0.0836,0.0836,0.1671,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,400000.0,33.0,Argentina,34.0,Delantero,0,-1,1.7554,0.9412,Delantero goleador
Marcelo Estigarribia,ar ARG,FW,Unión,31-069,1995.0,15,13,1129,12.544444444444444,0.3189,0.0797,5,2,2,2,5,0,0.32,0.08,0.4,0.16,0.24,3.9061,1.3552,34.7,3.91,1.36,0.04,0.12,75.0,78.4,83.0,9,2,22.0,0,1.35,19.0,16.0,3.0,0.24,-0.05,0,1.674,0.9566,10,1.3552,0.0,0.3986,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,31.0,Argentina,31.0,Delantero,0,-1,0.6802,2.1702,Delantero goleador
Nicolás Fernández,ar ARG,FW,Belgrano,30-130,1996.0,16,11,853,9.477777777777778,0.1055,0.422,5,1,0,1,1,0,0.11,0.42,0.53,0.11,0.53,2.5322,1.0551,41.7,2.53,1.06,0.04,0.1,53.0,59.2,68.0,2,5,20.0,0,1.74,11.0,6.0,5.0,0.53,0.68,0,0.5275,0.8441,3,0.1055,0.0,0.6331,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3000000.0,30.0,Argentina,30.0,Delantero,1,-1,-1.9317,1.523,Delantero asociativo
Javier Ferreira,py PAR,FW,Estudiantes–RC,34-123,1992.0,13,4,437,4.855555555555555,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.8833,0.6178,21.4,2.88,0.62,0.0,0.0,34.0,30.3,59.0,0,9,22.0,2,0.31,2.0,8.0,-6.0,-1.24,-0.07,0,1.2357,3.2952,2,0.4119,0.6178,0.4119,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,34.0,Delantero,1,1,-3.6691,0.6279,Delantero asociativo
Brian Ferreyra,ar ARG,FW,Gimnasia–M,29-219,1996.0,10,0,241,2.6777777777777776,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.8672,0.3734,20.0,1.87,0.37,0.0,0.0,24.0,16.7,,0,10,24.0,2,0.8,1.0,5.0,-4.0,-1.49,-1.19,0,3.7344,1.8672,2,0.0,0.3734,1.4938,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,29.0,Delantero,1,1,-3.9416,-0.3553,Delantero asociativo
Matias Fonseca,uy URU,FW,Instituto,25-098,2001.0,13,6,553,6.144444444444445,0.1627,0.0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,2.604,0.4882,18.8,2.6,0.49,0.06,0.33,43.0,38.4,66.0,0,7,22.0,2,1.62,8.0,6.0,2.0,0.33,0.53,0,3.5805,0.9765,4,0.651,0.1627,0.4882,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,350000.0,25.0,Uruguay,25.0,Delantero,1,0,-1.5375,-0.4054,Delantero asociativo
Adolfo Gaich,ar ARG,FW,Estudiantes–LP,27-112,1999.0,9,3,331,3.6777777777777776,0.8157,0.2719,4,3,0,0,1,0,0.82,0.27,1.09,0.82,1.09,3.5347,1.3595,38.5,3.53,1.36,0.23,0.6,37.0,23.0,74.0,0,6,18.0,5,1.7,7.0,1.0,6.0,1.63,1.14,0,2.719,1.0876,0,0.0,0.0,0.8157,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,27.0,Argentina,27.0,Delantero,0,-1,6.7567,0.2914,Delantero goleador
Gonzalo Gelini,ar ARG,FW,Boca Juniors,19-185,2006.0,5,2,186,2.066666666666667,0.0,0.4839,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,1.4516,0.0,0.0,1.45,0.0,0.0,0.0,37.0,12.9,58.0,0,3,24.0,4,1.0,3.0,0.0,3.0,1.45,0.73,0,2.4194,1.4516,0,2.4194,0.9677,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,19.0,Argentina,19.0,Delantero,1,-1,-4.3241,-0.4798,Delantero asociativo
Milton Giménez,ar ARG,FW,Boca Juniors,29-310,1996.0,5,3,194,2.1555555555555554,1.3918,0.0,3,2,1,1,1,0,1.39,0.0,1.39,0.93,0.93,4.1753,2.3196,55.6,4.18,2.32,0.22,0.4,39.0,13.5,57.0,0,2,12.0,0,2.17,4.0,2.0,2.0,0.93,0.13,0,1.3918,0.9278,3,0.0,0.4639,0.4639,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,29.0,Argentina,29.0,Delantero,0,-1,13.4515,2.1661,Delantero goleador
Lautaro Gutierrez,ar ARG,FW,Belgrano,20-133,2006.0,12,2,392,4.355555555555555,0.4592,0.0,2,2,0,0,0,0,0.46,0.0,0.46,0.46,0.46,2.0663,0.9184,44.4,2.07,0.92,0.22,0.5,33.0,27.2,84.0,1,10,23.0,4,1.43,4.0,3.0,1.0,0.23,-0.03,0,0.9184,0.9184,1,1.3776,0.0,0.2296,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,250000.0,20.0,Argentina,20.0,Delantero,0,2,2.4614,-1.3774,Delantero goleador
Leonardo Heredia,ar ARG,FW,Platense,30-158,1996.0,15,6,541,6.011111111111111,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.4954,0.9982,40.0,2.5,1.0,0.0,0.0,36.0,37.6,60.0,0,9,20.0,1,1.0,5.0,3.0,2.0,0.33,1.03,0,1.1645,0.8318,4,0.1664,0.4991,0.1664,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1200000.0,30.0,Argentina,30.0,Delantero,1,1,-3.381,0.9346,Delantero asociativo
Jonathan Herrera,ar ARG,FW,Dep. Riestra,34-275,1991.0,16,12,979,10.877777777777778,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.3902,0.9193,38.5,2.39,0.92,0.0,0.0,61.0,68.0,76.0,5,4,17.0,0,0.69,4.0,5.0,-1.0,-0.09,1.08,0,2.1144,0.9193,6,0.6435,0.3677,0.2758,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,300000.0,34.0,Argentina,34.0,Delantero,1,1,-3.371,0.7694,Delantero asociativo
Michael Hoyos,ar ARG,FW,Newell's,34-320,1991.0,9,3,432,4.8,0.2083,0.0,1,1,0,0,0,0,0.21,0.0,0.21,0.21,0.21,1.6667,0.4167,25.0,1.67,0.42,0.13,0.5,48.0,30.0,76.0,1,6,34.0,4,0.56,5.0,9.0,-4.0,-0.83,-0.12,0,0.625,1.0417,2,0.4167,0.0,0.2083,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,200000.0,34.0,Argentina,34.0,Delantero,1,0,-0.858,-1.7956,Delantero asociativo
Juan Ignacio Ramírez,uy URU,FW,Newell's,29-137,1997.0,10,4,464,5.155555555555556,0.7759,0.0,4,3,1,1,0,0,0.78,0.0,0.78,0.58,0.58,2.9095,1.3578,46.7,2.91,1.36,0.2,0.43,46.0,32.2,77.0,2,6,26.0,4,0.7,4.0,12.0,-8.0,-1.55,-1.18,0,2.1336,2.1336,6,0.3879,0.0,0.7759,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,29.0,Delantero,0,-1,6.1049,-0.1068,Delantero goleador
Franco Jara,ar ARG,FW,Instituto,37-338,1988.0,11,8,710,7.888888888888889,0.1268,0.0,1,0,1,2,2,0,0.13,0.0,0.13,0.0,0.0,2.2817,0.7606,33.3,2.28,0.76,0.0,0.0,65.0,49.3,76.0,4,3,33.0,0,0.82,7.0,10.0,-3.0,-0.38,-0.75,0,1.6479,1.9014,2,0.3803,0.2535,0.507,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,150000.0,37.0,Argentina,37.0,Delantero,1,3,-2.1629,0.4899,Delantero asociativo
Gonzalo Lencina,ar ARG,FW,Platense,28-243,1997.0,8,6,456,5.066666666666666,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3684,0.7895,33.3,2.37,0.79,0.0,0.0,57.0,31.7,67.0,0,2,26.0,2,0.38,1.0,6.0,-5.0,-0.99,-0.99,0,0.9868,1.9737,4,0.1974,0.0,0.9868,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,28.0,Argentina,28.0,Delantero,1,1,-3.561,0.5297,Delantero asociativo
Pablo Magnín,ar ARG,FW,Sarmiento–J,36-054,1990.0,5,3,225,2.5,0.4,0.0,1,1,0,0,0,0,0.4,0.0,0.4,0.4,0.4,0.8,0.4,50.0,0.8,0.4,0.5,1.0,45.0,15.6,55.0,0,2,30.0,1,1.2,2.0,5.0,-3.0,-1.2,-0.9,0,0.8,1.2,4,0.0,0.4,0.4,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,100000.0,36.0,Argentina,36.0,Delantero,0,-1,2.5493,-4.9364,Delantero goleador
Junior Marabel,py PAR,FW,Sarmiento–J,28-084,1998.0,16,14,1165,12.944444444444445,0.4635,0.2318,9,4,2,2,1,0,0.46,0.23,0.7,0.31,0.54,2.3176,1.0043,43.3,2.32,1.0,0.13,0.31,73.0,80.9,79.0,5,2,28.0,0,1.19,12.0,14.0,-2.0,-0.15,1.48,0,0.5408,1.2361,3,0.0773,0.1545,0.309,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2200000.0,28.0,Paraguay,28.0,Delantero,0,-1,2.3844,0.4524,Delantero goleador
Adrián Martínez,ar ARG,FW,Racing Club,33-346,1992.0,14,13,1152,12.8,0.3125,0.0,4,3,1,2,3,0,0.31,0.0,0.31,0.23,0.23,2.1875,0.625,28.6,2.19,0.62,0.11,0.38,82.0,80.0,86.0,12,1,32.0,0,1.25,12.0,13.0,-1.0,-0.08,-1.02,0,1.7188,0.4688,8,0.2344,0.1562,0.1562,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2800000.0,33.0,Argentina,33.0,Delantero,0,-1,0.5212,-0.1763,Delantero goleador
